chrom	pos	strand	cov	percent_mod
JBJJSR010000001.1	112585	-	329	60.0
JBJJSR010000001.1	112791	-	328	1.5
JBJJSR010000001.1	112930	+	377	2.08
JBJJSR010000001.1	113044	+	324	2.11
JBJJSR010000001.1	113087	-	410	1.44
JBJJSR010000001.1	113210	+	326	61.0
JBJJSR010000001.1	113515	+	381	78.0
JBJJSR010000001.1	113672	-	312	95.0
JBJJSR010000001.1	113830	-	329	60.0
JBJJSR010000001.1	113865	+	362	1.36
JBJJSR010000001.1	113918	-	385	1.53
JBJJSR010000001.1	114344	-	380	1.3
JBJJSR010000001.1	114563	-	10	96.89
JBJJSR010000001.1	114565	+	16	93.8
JBJJSR010000001.1	114689	+	318	93.0
JBJJSR010000001.1	114797	-	31	3.12
JBJJSR010000001.1	114845	-	17	95.07
JBJJSR010000001.1	114847	+	22	91.79
JBJJSR010000001.1	115268	-	15	93.45
JBJJSR010000001.1	115270	+	32	89.33
JBJJSR010000001.1	115271	-	319	1.24
JBJJSR010000001.1	115333	-	342	87.0
JBJJSR010000001.1	115415	-	377	1.31
JBJJSR010000001.1	115450	-	210	3.6
JBJJSR010000001.1	115484	+	315	94.0
JBJJSR010000001.1	115703	-	7	97.98
JBJJSR010000001.1	115705	+	19	94.3
JBJJSR010000001.1	116082	+	373	2.1
JBJJSR010000001.1	116119	-	375	2.6
JBJJSR010000001.1	116201	-	388	77.0
JBJJSR010000001.1	116292	+	381	3.3
JBJJSR010000001.1	116513	+	297	67.0
JBJJSR010000001.1	116602	-	283	1.39
JBJJSR010000001.1	117067	-	21	93.54
JBJJSR010000001.1	117069	+	12	96.64
JBJJSR010000001.1	117106	-	353	84.0
JBJJSR010000001.1	117340	+	307	65.0
JBJJSR010000001.1	117462	-	7	98.2
JBJJSR010000001.1	117464	+	15	94.38
JBJJSR010000001.1	117806	+	408	97.0
JBJJSR010000001.1	117934	+	354	1.11
JBJJSR010000001.1	117975	-	13	95.72
JBJJSR010000001.1	117977	+	9	97.39
JBJJSR010000001.1	118008	-	368	81.0
JBJJSR010000001.1	118039	+	377	79.0
JBJJSR010000001.1	118078	+	367	7.77
JBJJSR010000001.1	118098	-	21	94.02
JBJJSR010000001.1	118100	+	18	90.37
JBJJSR010000001.1	118608	-	370	80.0
JBJJSR010000001.1	118651	+	384	77.0
JBJJSR010000001.1	118837	+	404	1.94
JBJJSR010000001.1	119107	-	385	1.03
JBJJSR010000001.1	119262	-	54	77.37
JBJJSR010000001.1	119264	+	13	95.41
JBJJSR010000001.1	119442	-	393	76.0
JBJJSR010000001.1	119604	-	12	95.73
JBJJSR010000001.1	119606	+	4	98.52
JBJJSR010000001.1	119618	-	373	80.0
JBJJSR010000001.1	119658	-	124	79.0
JBJJSR010000001.1	119825	-	344	1.15
JBJJSR010000001.1	119935	+	366	1.88
JBJJSR010000001.1	120076	+	296	100.0
JBJJSR010000001.1	120122	-	15	93.9
JBJJSR010000001.1	120124	+	3	99.12
JBJJSR010000001.1	120146	-	12	96.33
JBJJSR010000001.1	120148	+	7	97.58
JBJJSR010000001.1	120222	-	348	85.0
JBJJSR010000001.1	120319	-	357	7.51
JBJJSR010000001.1	120662	-	363	82.0
JBJJSR010000001.1	120964	-	405	1.22
JBJJSR010000001.1	121023	+	233	1.62
JBJJSR010000001.1	121193	-	333	60.0
JBJJSR010000001.1	121908	-	314	1.87
JBJJSR010000001.1	121972	-	7	97.4
JBJJSR010000001.1	121974	+	11	96.19
JBJJSR010000001.1	122044	-	405	74.0
JBJJSR010000001.1	122203	-	392	1.5
JBJJSR010000001.1	122218	+	367	1.87
JBJJSR010000001.1	122644	+	348	85.0
JBJJSR010000001.1	122702	+	306	97.0
JBJJSR010000001.1	122797	-	358	1.65
JBJJSR010000001.1	123172	-	291	68.0
JBJJSR010000001.1	123177	+	277	72.0
JBJJSR010000001.1	123234	+	386	1.03
JBJJSR010000001.1	123244	-	288	69.0
JBJJSR010000001.1	123334	-	308	64.0
JBJJSR010000001.1	123667	-	367	81.0
JBJJSR010000001.1	123765	+	343	86.0
JBJJSR010000001.1	123814	+	362	3.72
JBJJSR010000001.1	123987	+	352	85.0
JBJJSR010000001.1	124000	-	6	98.13
JBJJSR010000001.1	124002	+	7	97.75
JBJJSR010000001.1	124129	-	35	2.78
JBJJSR010000001.1	124137	+	202	96.0
JBJJSR010000001.1	124292	-	13	95.27
JBJJSR010000001.1	124294	+	8	97.33
JBJJSR010000001.1	124382	+	398	100.0
JBJJSR010000001.1	124659	+	331	90.0
JBJJSR010000001.1	124915	-	369	1.34
JBJJSR010000001.1	125110	-	41	83.4
JBJJSR010000001.1	125112	+	58	78.68
JBJJSR010000001.1	125413	+	339	1.17
JBJJSR010000001.1	125482	+	388	77.0
JBJJSR010000001.1	125761	+	407	73.0
JBJJSR010000001.1	125900	+	353	84.0
JBJJSR010000001.1	126415	-	374	1.06
JBJJSR010000001.1	126428	+	353	83.0
JBJJSR010000001.1	126566	-	325	61.0
JBJJSR010000001.1	126804	+	358	1.37
JBJJSR010000001.1	126965	-	43	79.62
JBJJSR010000001.1	126967	+	13	96.28
JBJJSR010000001.1	127488	-	329	60.0
JBJJSR010000001.1	127518	-	19	89.66
JBJJSR010000001.1	127520	+	12	96.41
JBJJSR010000001.1	127691	-	315	62.0
JBJJSR010000001.1	127756	+	398	100.0
JBJJSR010000001.1	127851	-	347	86.0
JBJJSR010000001.1	128020	-	361	1.37
JBJJSR010000001.1	128048	-	74	74.31
JBJJSR010000001.1	128050	+	16	93.75
JBJJSR010000001.1	128051	-	12	96.03
JBJJSR010000001.1	128053	+	41	86.1
JBJJSR010000001.1	128089	-	327	61.0
JBJJSR010000001.1	128181	-	9	97.21
JBJJSR010000001.1	128183	+	8	97.27
JBJJSR010000001.1	128432	-	378	1.05
JBJJSR010000001.1	128958	-	65	68.9
JBJJSR010000001.1	128960	+	23	86.39
JBJJSR010000001.1	128961	-	45	81.45
JBJJSR010000001.1	128963	+	51	75.24
JBJJSR010000001.1	128964	-	240	2.83
JBJJSR010000001.1	129068	-	275	1.43
JBJJSR010000001.1	129169	+	280	71.0
JBJJSR010000001.1	129572	+	381	78.0
JBJJSR010000001.1	129587	-	317	62.0
JBJJSR010000001.1	129675	-	337	88.0
JBJJSR010000001.1	129712	-	290	2.36
JBJJSR010000001.1	129737	-	348	85.0
JBJJSR010000001.1	130064	-	64	75.19
JBJJSR010000001.1	130066	+	15	93.78
JBJJSR010000001.1	130141	+	308	96.0
JBJJSR010000001.1	130370	-	336	1.18
JBJJSR010000001.1	130394	+	388	77.0
JBJJSR010000001.1	130488	-	27	89.06
JBJJSR010000001.1	130490	+	9	97.12
JBJJSR010000001.1	130670	-	331	90.0
JBJJSR010000001.1	130692	-	389	1.52
JBJJSR010000001.1	131000	+	393	4.61
JBJJSR010000001.1	131251	+	408	97.0
JBJJSR010000001.1	131301	-	332	60.0
JBJJSR010000001.1	131406	-	334	1.47
JBJJSR010000001.1	131497	-	114	23.68
JBJJSR010000001.1	131499	+	36	76.47
JBJJSR010000001.1	131553	-	327	61.0
JBJJSR010000001.1	131569	-	314	63.0
JBJJSR010000001.1	131652	+	294	67.0
JBJJSR010000001.1	132199	-	364	82.0
JBJJSR010000001.1	132266	-	372	80.0
JBJJSR010000001.1	132268	+	319	62.0
JBJJSR010000001.1	132310	-	372	1.06
JBJJSR010000001.1	132584	+	411	96.0
JBJJSR010000001.1	133107	+	428	69.0
JBJJSR010000001.1	133764	-	23	85.35
JBJJSR010000001.1	133766	+	13	96.07
JBJJSR010000001.1	133769	-	65	1.52
JBJJSR010000001.1	133850	-	327	61.0
JBJJSR010000001.1	134007	-	308	1.28
JBJJSR010000001.1	134214	+	400	99.0
JBJJSR010000001.1	134293	-	24	90.91
JBJJSR010000001.1	134295	+	11	94.79
JBJJSR010000001.1	134381	+	413	1.66
JBJJSR010000001.1	134577	+	368	81.0
JBJJSR010000001.1	134782	+	428	70.0
JBJJSR010000001.1	134787	-	15	93.48
JBJJSR010000001.1	134789	+	20	93.73
JBJJSR010000001.1	134992	-	347	1.14
JBJJSR010000001.1	134999	-	372	1.06
JBJJSR010000001.1	135067	-	361	1.1
JBJJSR010000001.1	135113	-	9	94.64
JBJJSR010000001.1	135115	+	16	94.77
JBJJSR010000001.1	135179	+	418	71.0
JBJJSR010000001.1	135256	-	14	95.21
JBJJSR010000001.1	135258	+	16	94.79
JBJJSR010000001.1	135323	+	319	62.0
JBJJSR010000001.1	135423	+	421	2.09
JBJJSR010000001.1	135503	+	394	2.48
JBJJSR010000001.1	135590	-	176	3.98
JBJJSR010000001.1	135626	+	388	77.0
JBJJSR010000001.1	135694	-	69	73.36
JBJJSR010000001.1	135696	+	11	95.34
JBJJSR010000001.1	135735	+	342	87.0
JBJJSR010000001.1	136602	-	312	3.1
JBJJSR010000001.1	136987	+	405	74.0
JBJJSR010000001.1	137115	-	5	98.51
JBJJSR010000001.1	137117	+	7	97.35
JBJJSR010000001.1	137371	+	358	83.0
JBJJSR010000001.1	137568	+	377	79.0
JBJJSR010000001.1	137575	+	226	86.0
JBJJSR010000001.1	137605	-	318	93.0
JBJJSR010000001.1	137991	-	335	89.0
JBJJSR010000001.1	138010	+	368	1.08
JBJJSR010000001.1	138512	+	382	2.3
JBJJSR010000001.1	138742	+	363	82.0
JBJJSR010000001.1	138769	+	338	88.0
JBJJSR010000001.1	138791	-	228	87.0
JBJJSR010000001.1	138797	+	258	77.0
JBJJSR010000001.1	138798	-	32	78.0
JBJJSR010000001.1	138800	+	11	95.91
JBJJSR010000001.1	138864	-	16	94.37
JBJJSR010000001.1	138866	+	16	95.08
JBJJSR010000001.1	138927	-	7	97.81
JBJJSR010000001.1	138929	+	13	96.1
JBJJSR010000001.1	139137	-	315	63.0
JBJJSR010000001.1	139145	+	291	68.0
JBJJSR010000001.1	139356	-	66	76.68
JBJJSR010000001.1	139358	+	10	97.09
JBJJSR010000001.1	139359	-	25	92.33
JBJJSR010000001.1	139361	+	30	90.71
JBJJSR010000001.1	139525	-	15	90.96
JBJJSR010000001.1	139527	+	18	93.07
JBJJSR010000001.1	139671	-	13	94.19
JBJJSR010000001.1	139673	+	10	97.14
JBJJSR010000001.1	139724	-	349	1.13
JBJJSR010000001.1	139776	+	300	66.0
JBJJSR010000001.1	139777	-	16	94.18
JBJJSR010000001.1	139779	+	17	94.12
JBJJSR010000001.1	140102	-	299	66.0
JBJJSR010000001.1	140161	+	272	1.45
JBJJSR010000001.1	140179	+	305	65.0
JBJJSR010000001.1	140566	+	390	1.02
JBJJSR010000001.1	140610	+	379	79.0
JBJJSR010000001.1	140705	-	35	81.68
JBJJSR010000001.1	140707	+	6	97.72
JBJJSR010000001.1	140710	+	261	76.0
JBJJSR010000001.1	140849	-	21	93.27
JBJJSR010000001.1	140851	+	13	96.0
JBJJSR010000001.1	140859	+	341	3.12
JBJJSR010000001.1	141135	+	309	64.0
JBJJSR010000001.1	141527	+	336	3.72
JBJJSR010000001.1	141690	+	333	60.0
JBJJSR010000001.1	141704	-	324	61.0
JBJJSR010000001.1	141894	+	322	2.13
JBJJSR010000001.1	141953	+	322	1.23
JBJJSR010000001.1	141954	-	9	95.75
JBJJSR010000001.1	141956	+	12	96.31
JBJJSR010000001.1	142157	-	359	83.0
JBJJSR010000001.1	142170	+	333	3.2
JBJJSR010000001.1	142270	+	331	1.19
JBJJSR010000001.1	142746	+	358	83.0
JBJJSR010000001.1	143048	-	275	72.0
JBJJSR010000001.1	143069	-	13	95.0
JBJJSR010000001.1	143071	+	14	95.47
JBJJSR010000001.1	143104	+	319	4.49
JBJJSR010000001.1	143345	-	216	5.81
JBJJSR010000001.1	143564	+	304	1.3
JBJJSR010000001.1	144500	-	390	1.02
JBJJSR010000001.1	144617	-	366	1.34
JBJJSR010000001.1	144775	-	326	61.0
JBJJSR010000001.1	144875	-	300	99.0
JBJJSR010000001.1	144878	-	5	98.58
JBJJSR010000001.1	144880	+	11	94.05
JBJJSR010000001.1	145130	-	377	1.05
JBJJSR010000001.1	145211	-	17	93.84
JBJJSR010000001.1	145213	+	19	92.08
JBJJSR010000001.1	145338	-	382	1.03
JBJJSR010000001.1	145340	+	307	5.54
JBJJSR010000001.1	146212	+	349	11.65
JBJJSR010000001.1	146417	+	303	66.0
JBJJSR010000001.1	147492	-	16	94.68
JBJJSR010000001.1	147494	+	6	98.39
JBJJSR010000001.1	147537	-	237	1.95
JBJJSR010000001.1	147758	+	364	1.08
JBJJSR010000001.1	148336	-	260	1.14
JBJJSR010000001.1	148366	-	186	1.58
JBJJSR010000001.1	148786	-	11	96.22
JBJJSR010000001.1	148788	+	9	97.53
JBJJSR010000001.1	148871	-	15	91.96
JBJJSR010000001.1	148873	+	4	98.78
JBJJSR010000001.1	149242	-	279	3.12
JBJJSR010000001.1	149720	-	11	96.38
JBJJSR010000001.1	149722	+	10	97.19
JBJJSR010000001.1	150264	-	39	2.5
JBJJSR010000001.1	150677	-	8	97.57
JBJJSR010000001.1	150679	+	13	95.87
JBJJSR010000001.1	150788	+	285	1.72
JBJJSR010000001.1	150958	-	329	90.0
JBJJSR010000001.1	150978	-	336	1.18
JBJJSR010000001.1	151102	-	23	91.96
JBJJSR010000001.1	151104	+	17	94.43
JBJJSR010000001.1	151291	+	296	1.33
JBJJSR010000001.1	151636	-	382	78.0
JBJJSR010000001.1	151676	+	334	1.47
JBJJSR010000001.1	151842	-	290	1.35
JBJJSR010000001.1	151894	+	323	62.0
JBJJSR010000001.1	151930	-	308	64.0
JBJJSR010000001.1	151942	+	331	90.0
JBJJSR010000001.1	152060	+	252	78.0
JBJJSR010000001.1	152362	+	270	1.09
JBJJSR010000001.1	152622	+	284	2.41
JBJJSR010000001.1	152802	-	388	77.0
JBJJSR010000001.1	152893	+	372	1.06
JBJJSR010000001.1	152914	-	25	91.1
JBJJSR010000001.1	152916	+	9	97.17
JBJJSR010000001.1	152917	-	347	1.7
JBJJSR010000001.1	152976	-	379	1.3
JBJJSR010000001.1	152996	-	23	91.64
JBJJSR010000001.1	152998	+	42	74.85
JBJJSR010000001.1	152999	-	217	5.65
JBJJSR010000001.1	153339	+	344	3.91
JBJJSR010000001.1	153385	+	318	62.0
JBJJSR010000001.1	153723	+	316	1.56
JBJJSR010000001.1	153888	-	354	84.0
JBJJSR010000001.1	154218	+	338	88.0
JBJJSR010000001.1	154414	+	291	68.0
JBJJSR010000001.1	154957	+	242	82.0
JBJJSR010000001.1	154996	+	301	1.62
JBJJSR010000001.1	155057	-	13	96.11
JBJJSR010000001.1	155059	+	8	97.93
JBJJSR010000001.1	155091	+	356	1.39
JBJJSR010000001.1	155110	+	264	1.49
JBJJSR010000001.1	155168	-	9	97.6
JBJJSR010000001.1	155170	+	8	96.93
JBJJSR010000001.1	155194	-	10	97.4
JBJJSR010000001.1	155196	+	4	98.9
JBJJSR010000001.1	155252	+	365	1.08
JBJJSR010000001.1	155635	+	294	2.97
JBJJSR010000001.1	155636	-	265	1.12
JBJJSR010000001.1	155837	+	52	1.89
JBJJSR010000001.1	155842	+	328	61.0
JBJJSR010000001.1	155906	-	366	4.68
JBJJSR010000001.1	155996	-	325	3.27
JBJJSR010000001.1	156038	-	384	78.0
JBJJSR010000001.1	156067	-	349	1.69
JBJJSR010000001.1	156291	-	352	1.4
JBJJSR010000001.1	156397	+	168	2.27
JBJJSR010000001.1	156532	-	367	1.08
JBJJSR010000001.1	156968	-	323	61.0
JBJJSR010000001.1	157166	+	386	77.0
JBJJSR010000001.1	157219	+	344	1.43
JBJJSR010000001.1	157220	-	324	61.0
JBJJSR010000001.1	157531	-	272	73.0
JBJJSR010000001.1	157535	+	268	74.0
JBJJSR010000001.1	158031	-	14	96.26
JBJJSR010000001.1	158033	+	11	95.99
JBJJSR010000001.1	158474	-	313	63.0
JBJJSR010000001.1	158557	-	19	5.0
JBJJSR010000001.1	158627	-	393	1.5
JBJJSR010000001.1	159265	-	8	98.0
JBJJSR010000001.1	159267	+	10	96.93
JBJJSR010000001.1	159333	-	386	1.53
JBJJSR010000001.1	159380	-	288	2.04
JBJJSR010000001.1	159832	+	315	62.0
JBJJSR010000001.1	160012	-	8	97.82
JBJJSR010000001.1	160014	+	12	96.64
JBJJSR010000001.1	160260	+	332	60.0
JBJJSR010000001.1	160479	+	312	64.0
JBJJSR010000001.1	160718	-	330	60.0
JBJJSR010000001.1	160786	+	249	79.0
JBJJSR010000001.1	162027	+	305	65.0
JBJJSR010000001.1	162132	-	324	2.4
JBJJSR010000001.1	162714	+	280	1.71
JBJJSR010000001.1	162817	+	393	2.48
JBJJSR010000001.1	163130	-	387	77.0
JBJJSR010000001.1	163231	-	391	1.01
JBJJSR010000001.1	163437	-	372	1.85
JBJJSR010000001.1	163815	-	31	89.46
JBJJSR010000001.1	163817	+	10	96.9
JBJJSR010000001.1	163958	+	376	2.59
JBJJSR010000001.1	164010	-	300	66.0
JBJJSR010000001.1	164591	+	409	1.45
JBJJSR010000001.1	164639	+	283	70.0
JBJJSR010000001.1	165012	+	385	1.03
JBJJSR010000001.1	165313	-	354	1.39
JBJJSR010000001.1	165315	+	261	76.0
JBJJSR010000001.1	165421	-	348	1.69
JBJJSR010000001.1	166417	-	284	70.0
JBJJSR010000001.1	166693	-	357	83.0
JBJJSR010000001.1	166839	+	346	1.42
JBJJSR010000001.1	166981	-	326	91.0
JBJJSR010000001.1	167201	-	288	69.0
JBJJSR010000001.1	167500	-	271	72.0
JBJJSR010000001.1	167974	+	337	2.31
JBJJSR010000001.1	168056	-	345	1.71
JBJJSR010000001.1	168140	-	299	4.17
JBJJSR010000001.1	168317	-	362	1.09
JBJJSR010000001.1	169615	-	363	82.0
JBJJSR010000001.1	169628	+	302	98.0
JBJJSR010000001.1	170876	-	325	91.0
JBJJSR010000001.1	171479	+	288	2.37
JBJJSR010000001.1	171579	+	296	66.0
JBJJSR010000001.1	171622	-	332	1.19
JBJJSR010000001.1	171954	-	304	65.0
JBJJSR010000001.1	171991	-	367	1.61
JBJJSR010000001.1	172300	-	279	71.0
JBJJSR010000001.1	172489	-	12	96.53
JBJJSR010000001.1	172491	+	33	88.96
JBJJSR010000001.1	172811	-	391	2.25
JBJJSR010000001.1	173118	+	411	72.0
JBJJSR010000001.1	173240	-	373	5.57
JBJJSR010000001.1	173700	+	345	1.42
JBJJSR010000001.1	173881	+	385	1.03
JBJJSR010000001.1	174398	-	336	88.0
JBJJSR010000001.1	174517	+	381	1.04
JBJJSR010000001.1	175196	+	281	70.0
JBJJSR010000001.1	175340	-	282	70.0
JBJJSR010000001.1	175571	-	333	89.0
JBJJSR010000001.1	175606	+	260	1.89
JBJJSR010000001.1	176042	-	373	80.0
JBJJSR010000001.1	176142	-	293	1.35
JBJJSR010000001.1	176333	-	371	1.33
JBJJSR010000001.1	176947	+	380	4.02
JBJJSR010000001.1	177123	-	366	81.0
JBJJSR010000001.1	177678	+	329	90.0
JBJJSR010000001.1	178577	-	333	89.0
JBJJSR010000001.1	178599	+	363	3.2
JBJJSR010000001.1	178604	-	246	81.0
JBJJSR010000001.1	178660	-	275	71.0
JBJJSR010000001.1	179021	-	35	2.78
JBJJSR010000001.1	179788	-	326	61.0
JBJJSR010000001.1	179956	-	353	4.08
JBJJSR010000001.1	180122	+	389	77.0
JBJJSR010000001.1	180262	-	323	3.57
JBJJSR010000001.1	180511	-	19	94.19
JBJJSR010000001.1	180513	+	53	79.62
JBJJSR010000001.1	180537	-	368	1.34
JBJJSR010000001.1	180859	+	275	72.0
JBJJSR010000001.1	180892	-	346	86.0
JBJJSR010000001.1	180965	+	299	66.0
JBJJSR010000001.1	180973	-	389	1.77
JBJJSR010000001.1	180975	+	300	3.54
JBJJSR010000001.1	181012	-	336	2.33
JBJJSR010000001.1	181026	+	21	4.55
JBJJSR010000001.1	181247	-	307	64.0
JBJJSR010000001.1	181259	-	314	95.0
JBJJSR010000001.1	181279	+	331	1.19
JBJJSR010000001.1	181348	-	381	1.04
JBJJSR010000001.1	181397	-	381	1.04
JBJJSR010000001.1	181502	+	305	1.29
JBJJSR010000001.1	181516	-	314	2.77
JBJJSR010000001.1	181526	+	220	4.74
JBJJSR010000001.1	181576	+	355	84.0
JBJJSR010000001.1	181673	+	266	1.85
JBJJSR010000001.1	181776	-	325	61.0
JBJJSR010000001.1	181782	-	379	79.0
JBJJSR010000001.1	182116	-	339	1.17
JBJJSR010000001.1	182234	-	380	1.81
JBJJSR010000001.1	182346	+	364	1.09
JBJJSR010000001.1	183078	-	10	96.84
JBJJSR010000001.1	183080	+	13	95.86
JBJJSR010000001.1	183565	-	258	1.14
JBJJSR010000001.1	183922	+	371	1.07
JBJJSR010000001.1	183932	+	302	66.0
JBJJSR010000001.1	184239	-	318	62.0
JBJJSR010000001.1	184278	+	243	82.0
JBJJSR010000001.1	184527	-	337	1.46
JBJJSR010000001.1	184752	+	311	64.0
JBJJSR010000001.1	184807	+	282	70.0
JBJJSR010000001.1	184968	-	342	87.0
JBJJSR010000001.1	185234	-	15	89.86
JBJJSR010000001.1	185236	+	8	97.6
JBJJSR010000001.1	185467	+	327	61.0
JBJJSR010000001.1	185758	+	331	1.78
JBJJSR010000001.1	186344	+	368	81.0
JBJJSR010000001.1	186392	+	317	94.0
JBJJSR010000001.1	186556	-	338	4.25
JBJJSR010000001.1	186765	-	318	62.0
JBJJSR010000001.1	186787	+	326	7.37
JBJJSR010000001.1	186875	-	318	62.0
JBJJSR010000001.1	187979	+	283	70.0
JBJJSR010000001.1	187982	+	361	1.1
JBJJSR010000001.1	188231	-	5	97.09
JBJJSR010000001.1	188233	+	40	66.67
JBJJSR010000001.1	188234	-	295	2.64
JBJJSR010000001.1	188524	-	348	1.69
JBJJSR010000001.1	189089	-	328	91.0
JBJJSR010000001.1	189105	+	234	1.67
JBJJSR010000001.1	189114	+	241	82.0
JBJJSR010000001.1	189615	-	242	82.0
JBJJSR010000001.1	189805	-	91	1.09
JBJJSR010000001.1	190009	-	371	80.0
JBJJSR010000001.1	190589	+	268	74.0
JBJJSR010000001.1	191051	+	328	2.09
JBJJSR010000001.1	191096	+	320	2.43
JBJJSR010000001.1	191786	+	320	1.23
JBJJSR010000001.1	191900	+	295	67.0
JBJJSR010000001.1	192221	+	350	85.0
JBJJSR010000001.1	192511	+	324	61.0
JBJJSR010000001.1	192726	-	324	61.0
JBJJSR010000001.1	192872	+	329	60.0
JBJJSR010000001.1	193267	+	331	60.0
JBJJSR010000001.1	193268	-	11	96.21
JBJJSR010000001.1	193270	+	5	98.47
JBJJSR010000001.1	193403	+	239	1.65
JBJJSR010000001.1	193511	-	265	1.85
JBJJSR010000001.1	193642	+	280	1.41
JBJJSR010000001.1	193997	-	361	1.1
JBJJSR010000001.1	194311	-	304	98.0
JBJJSR010000001.1	194526	+	334	89.0
JBJJSR010000001.1	194528	+	303	66.0
JBJJSR010000001.1	194529	-	18	92.74
JBJJSR010000001.1	194531	+	26	90.23
JBJJSR010000001.1	194666	+	347	2.25
JBJJSR010000001.1	194820	-	348	3.06
JBJJSR010000001.1	195438	-	346	86.0
JBJJSR010000001.1	195637	+	241	82.0
JBJJSR010000001.1	196027	+	287	5.57
JBJJSR010000001.1	196450	+	330	1.2
JBJJSR010000001.1	196453	+	277	4.48
JBJJSR010000001.1	196750	+	333	3.76
JBJJSR010000001.1	196926	-	390	1.02
JBJJSR010000001.1	197222	-	295	67.0
JBJJSR010000001.1	199030	-	229	86.0
JBJJSR010000001.1	199213	-	388	3.0
JBJJSR010000001.1	199239	+	345	86.0
JBJJSR010000001.1	199286	-	387	1.02
JBJJSR010000001.1	199811	-	22	4.35
JBJJSR010000001.1	200042	-	285	1.72
JBJJSR010000001.1	200520	-	312	95.0
JBJJSR010000001.1	200792	-	385	3.51
JBJJSR010000001.1	200806	-	316	63.0
JBJJSR010000001.1	201113	+	287	1.03
JBJJSR010000001.1	201351	-	11	96.93
JBJJSR010000001.1	201353	+	12	94.47
JBJJSR010000001.1	201545	+	346	86.0
JBJJSR010000001.1	201812	-	61	1.61
JBJJSR010000001.1	201939	-	312	64.0
JBJJSR010000001.1	202236	-	352	2.49
JBJJSR010000001.1	202338	-	10	97.44
JBJJSR010000001.1	202340	+	18	92.83
JBJJSR010000001.1	202726	-	6	98.28
JBJJSR010000001.1	202728	+	13	79.69
JBJJSR010000001.1	202729	-	259	1.89
JBJJSR010000001.1	202768	+	348	1.14
JBJJSR010000001.1	202856	+	330	90.0
JBJJSR010000001.1	203491	-	28	3.33
JBJJSR010000001.1	203551	+	296	100.0
JBJJSR010000001.1	203592	-	32	3.03
JBJJSR010000001.1	203941	-	298	1.32
JBJJSR010000001.1	203957	+	302	1.31
JBJJSR010000001.1	204023	-	356	1.11
JBJJSR010000001.1	204025	+	309	1.28
JBJJSR010000001.1	204149	-	10	97.19
JBJJSR010000001.1	204151	+	4	98.31
JBJJSR010000001.1	204456	-	361	1.36
JBJJSR010000001.1	204636	-	344	4.18
JBJJSR010000001.1	204820	-	324	4.97
JBJJSR010000001.1	205504	+	230	86.0
JBJJSR010000001.1	205683	+	315	63.0
JBJJSR010000001.1	205684	-	321	2.43
JBJJSR010000001.1	206094	-	251	79.0
JBJJSR010000001.1	209084	-	356	1.11
JBJJSR010000001.1	209094	-	15	94.98
JBJJSR010000001.1	209096	+	4	98.47
JBJJSR010000001.1	209477	+	268	74.0
JBJJSR010000001.1	210014	-	12	96.55
JBJJSR010000001.1	210016	+	5	98.27
JBJJSR010000001.1	210485	-	385	77.0
JBJJSR010000001.1	210840	-	351	85.0
JBJJSR010000001.1	211105	-	312	2.5
JBJJSR010000001.1	211205	-	388	1.52
JBJJSR010000001.1	211441	-	377	1.05
JBJJSR010000001.1	211688	+	325	61.0
JBJJSR010000001.1	212479	+	216	1.36
JBJJSR010000001.1	212480	-	256	78.0
JBJJSR010000001.1	213012	+	313	95.0
JBJJSR010000001.1	213023	-	299	66.0
JBJJSR010000001.1	213309	+	325	61.0
JBJJSR010000001.1	213323	+	293	68.0
JBJJSR010000001.1	213943	-	368	3.16
JBJJSR010000001.1	214206	-	368	3.66
JBJJSR010000001.1	214934	-	355	84.0
JBJJSR010000001.1	215418	-	368	1.07
JBJJSR010000001.1	216379	-	361	82.0
JBJJSR010000001.1	217578	-	309	64.0
JBJJSR010000001.1	218065	+	261	76.0
JBJJSR010000001.1	218135	-	20	90.95
JBJJSR010000001.1	218137	+	34	82.65
JBJJSR010000001.1	218526	-	317	63.0
JBJJSR010000001.1	218648	-	305	1.29
JBJJSR010000001.1	219058	+	328	61.0
JBJJSR010000001.1	219227	-	352	85.0
JBJJSR010000001.1	219422	+	313	63.0
JBJJSR010000001.1	219491	+	271	73.0
JBJJSR010000001.1	219663	+	298	4.49
JBJJSR010000001.1	219831	-	349	1.41
JBJJSR010000001.1	219960	-	323	2.41
JBJJSR010000001.1	220150	-	296	100.0
JBJJSR010000001.1	220299	-	8	97.58
JBJJSR010000001.1	220301	+	8	97.15
JBJJSR010000001.1	220332	+	320	93.0
JBJJSR010000001.1	220726	-	264	1.12
JBJJSR010000001.1	221033	-	10	96.93
JBJJSR010000001.1	221035	+	25	90.57
JBJJSR010000001.1	221363	-	292	67.0
JBJJSR010000001.1	221506	+	277	72.0
JBJJSR010000001.1	221631	+	248	1.2
JBJJSR010000001.1	221645	-	276	72.0
JBJJSR010000001.1	221809	+	324	92.0
JBJJSR010000001.1	221994	-	310	64.0
JBJJSR010000001.1	222465	+	284	70.0
JBJJSR010000001.1	222818	-	360	82.0
JBJJSR010000001.1	222833	+	310	9.62
JBJJSR010000001.1	224010	-	323	1.82
JBJJSR010000001.1	224429	-	23	89.55
JBJJSR010000001.1	224431	+	30	85.07
JBJJSR010000001.1	224708	-	344	86.0
JBJJSR010000001.1	224731	-	296	67.0
